sample_id,y_true,probability,alert
3324,0,0.002359559768425205,False
4323,1,0.10251107828720069,True
3072,0,0.013555499048888784,False
7014,0,0.0032452342842253065,False
333,0,0.002359559768425205,False
8439,0,0.03675820839883452,False
1119,0,0.014163164194703141,False
1812,0,0.002359559768425205,False
2032,0,0.0027074990892611344,False
1517,0,0.0027074990892611344,False
611,0,0.002359559768425205,False
4851,1,0.24464885929489738,True
2658,0,0.0032325014206343273,False
5963,0,0.002359559768425205,False
5969,0,0.002359559768425205,False
5631,0,0.002787699036497992,False
8643,0,0.002894440222586076,False
1115,0,0.002359559768425205,False
7889,0,0.05110836704930327,True
947,0,0.0027074990892611344,False
2884,0,0.0027074990892611344,False
2882,0,0.002359559768425205,False
9918,0,0.011119314035718478,False
1901,0,0.002359559768425205,False
4944,0,0.0016131584555878753,False
2238,0,0.0033009510274355303,False
4701,0,0.005102333482569191,False
1687,0,0.002359559768425205,False
9839,0,0.002368862275727285,False
150,0,0.0030475098017958752,False
9702,0,0.002359559768425205,False
9168,0,0.0037832882448215915,False
8012,0,0.010274865637780368,False
5581,0,0.0030817426123336726,False
5629,0,0.005980806066168362,False
1691,0,0.002359559768425205,False
6084,0,0.002359559768425205,False
4016,0,0.003955437680844818,False
7993,0,0.0012439534546390464,False
6983,0,0.008883911258087376,False
1893,0,0.002359559768425205,False
946,0,0.006674941896481503,False
1913,0,0.0032880002771170026,False
1323,0,0.021266259388042576,False
2512,0,0.002359559768425205,False
8661,0,0.002359559768425205,False
7195,0,0.0027181696014707993,False
6031,0,0.0027074990892611344,False
3704,0,0.004608368072994586,False
711,0,0.0027181696014707993,False
1830,0,0.002359559768425205,False
3893,0,0.002617478278040342,False
1934,0,0.002359559768425205,False
207,1,0.15052037475144703,True
1413,0,0.0032880002771170026,False
8870,0,0.008747949528734552,False
8787,0,0.002359559768425205,False
8484,0,0.0032452342842253065,False
7021,0,0.002359559768425205,False
7074,0,0.0032880002771170026,False
9469,0,0.002359559768425205,False
4396,0,0.015435756947686263,False
8209,0,0.0032452342842253065,False
9764,1,0.6302787897655445,True
9144,0,0.0027074990892611344,False
3878,0,0.0030472336655220852,False
5872,0,0.002359559768425205,False
5397,0,0.07615861587056527,True
7445,0,0.0021901042847870056,False
7943,0,0.0021901042847870056,False
9587,0,0.002359559768425205,False
7926,1,0.3906730842417213,True
5182,0,0.0016131584555878753,False
1402,0,0.01115031551995995,False
2545,0,0.002359559768425205,False
1948,0,0.0027074990892611344,False
2969,0,0.002359559768425205,False
3693,0,0.011536259729563065,False
5186,0,0.002510577018961718,False
1012,0,0.0027074990892611344,False
534,0,0.002359559768425205,False
782,0,0.002359559768425205,False
7279,0,0.002359559768425205,False
3296,0,0.0038973261580970363,False
7659,0,0.0021901042847870056,False
4304,0,0.0025778465065397285,False
1628,0,0.0027074990892611344,False
9765,0,0.002359559768425205,False
2492,0,0.034597028639472206,False
7893,0,0.0014276215214057975,False
3105,0,0.013816573856640642,False
8887,0,0.002359559768425205,False
168,1,0.6427834073444818,True
699,0,0.0027074990892611344,False
8549,0,0.002359559768425205,False
6662,0,0.0032880002771170026,False
3766,0,0.1144709085210209,True
5635,0,0.0028742057448242634,False
2454,0,0.002359559768425205,False
4370,1,0.9833940513465403,True
2923,0,0.0032452342842253065,False
7107,0,0.002359559768425205,False
5888,0,0.002359559768425205,False
3349,0,0.002359559768425205,False
5838,0,0.0021901042847870056,False
1422,0,0.002359559768425205,False
138,0,0.0027181696014707993,False
1114,0,0.002359559768425205,False
2657,0,0.0027074990892611344,False
9049,0,0.002359559768425205,False
6427,0,0.0027181696014707993,False
9604,0,0.002359559768425205,False
5519,0,0.0030817426123336726,False
1336,0,0.16262422148293693,True
8839,0,0.008830618188808719,False
4803,0,0.0016131584555878753,False
2046,0,0.0032325014206343273,False
2393,0,0.002359559768425205,False
762,0,0.009112197600436276,False
790,0,0.0027074990892611344,False
869,0,0.008747949528734552,False
4169,0,0.00402797120097768,False
7798,0,0.0021901042847870056,False
3379,0,0.002359559768425205,False
1597,0,0.002359559768425205,False
6889,0,0.003000542817764976,False
7946,0,0.0021901042847870056,False
8436,0,0.09089077012027576,True
5938,0,0.002359559768425205,False
8898,0,0.002359559768425205,False
439,0,0.002359559768425205,False
6237,0,0.0027074990892611344,False
7683,0,0.1110822152022746,True
8050,0,0.002957093759860405,False
9461,0,0.0027181696014707993,False
5919,0,0.0027181696014707993,False
3553,0,0.0032189019960719724,False
4940,0,0.0016131584555878753,False
9815,0,0.002359559768425205,False
4700,0,0.005102333482569191,False
2268,0,0.0027181696014707993,False
7561,0,0.0032452342842253065,False
4022,0,0.02304676540438428,False
5616,0,0.0016131584555878753,False
5565,0,0.01517327795430282,False
7210,0,0.010401005779742052,False
5180,0,0.0016131584555878753,False
4121,1,0.7440934491014112,True
44,0,0.002368862275727285,False
7521,0,0.0021901042847870056,False
6723,0,0.002359559768425205,False
1419,1,0.7423247043602083,True
6030,0,0.003295956493397914,False
8830,0,0.0027074990892611344,False
7332,0,0.005607873778023922,False
2212,0,0.002359559768425205,False
3776,0,0.05194851405766753,True
1436,0,0.002359559768425205,False
6203,0,0.0032325014206343273,False
108,0,0.002359559768425205,False
7826,0,0.05601521538583503,True
8077,0,0.0021901042847870056,False
2392,0,0.008747949528734552,False
4880,0,0.0016131584555878753,False
5191,0,0.0022195333533799482,False
1156,0,0.0032325014206343273,False
1188,0,0.008747949528734552,False
6108,0,0.002359559768425205,False
2731,0,0.002359559768425205,False
9478,0,0.002359559768425205,False
8920,0,0.0032880002771170026,False
9823,0,0.0032880002771170026,False
4754,0,0.015933178732229103,False
6310,0,0.002359559768425205,False
4675,0,0.005102333482569191,False
1965,0,0.002359559768425205,False
4471,0,0.004321898537106119,False
4148,0,0.0037910742545854744,False
4691,0,0.005102333482569191,False
5819,0,0.05271966111971569,True
4171,0,0.00402797120097768,False
3990,0,0.002617478278040342,False
5318,0,0.0016131584555878753,False
3224,0,0.002359559768425205,False
7539,0,0.0021901042847870056,False
6024,1,0.40156709598283424,True
9582,0,0.0032452342842253065,False
9843,0,0.0037981823975194533,False
3066,0,0.002359559768425205,False
7955,0,0.00863876679448715,False
6755,0,0.006478862480583486,False
8248,0,0.002359559768425205,False
8271,0,0.008110977890601388,False
8919,0,0.002655992246079295,False
2716,0,0.002359559768425205,False
5074,0,0.0016131584555878753,False
3373,0,0.002359559768425205,False
5737,0,0.04616999367463716,False
3265,0,0.027313493207635556,False
2890,0,0.002359559768425205,False
4353,1,0.9489609935343332,True
826,0,0.002359559768425205,False
563,0,0.002359559768425205,False
2062,0,0.002359559768425205,False
1849,0,0.002359559768425205,False
1335,1,0.9830238856617999,True
4384,0,0.25470564555835346,True
1706,0,0.002359559768425205,False
3292,0,0.0032325014206343273,False
5884,0,0.0027074990892611344,False
823,0,0.002359559768425205,False
5818,0,0.02651725665975439,False
9065,0,0.002359559768425205,False
7152,0,0.002359559768425205,False
6513,0,0.002359559768425205,False
1391,1,0.9655763760387226,True
1501,0,0.011376097296052977,False
1374,0,0.002359559768425205,False
7045,0,0.002359559768425205,False
8147,0,0.0027074990892611344,False
9948,0,0.002359559768425205,False
6393,0,0.002359559768425205,False
262,0,0.002359559768425205,False
3425,0,0.002359559768425205,False
5466,0,0.0020946604058519453,False
7408,0,0.005712128204351295,False
4809,0,0.006009805342661196,False
6250,0,0.0032880002771170026,False
3076,0,0.0027074990892611344,False
338,0,0.002359559768425205,False
1955,0,0.008992200330539886,False
4843,0,0.0036627902017497167,False
505,0,0.002359559768425205,False
9589,0,0.002359559768425205,False
8142,0,0.0027181696014707993,False
870,0,0.013214501431565717,False
8856,0,0.15284103747203248,True
7827,0,0.0027074990892611344,False
8140,0,0.002359559768425205,False
6486,0,0.002359559768425205,False
202,0,0.002359559768425205,False
3899,0,0.0028199076245321885,False
3901,0,0.0028199076245321885,False
5707,0,0.0030033356187972467,False
3210,0,0.008747949528734552,False
329,0,0.037359866923317296,False
5602,0,0.07767160806855135,True
554,0,0.008713815190720122,False
8963,0,0.002359559768425205,False
2076,0,0.0032880002771170026,False
831,0,0.002359559768425205,False
7294,0,0.002359559768425205,False
154,0,0.0032880002771170026,False
6922,0,0.013870417370120302,False
9406,0,0.002655992246079295,False
9036,0,0.002359559768425205,False
1974,0,0.0027181696014707993,False
6314,0,0.002359559768425205,False
1316,0,0.002359559768425205,False
